UAI,Sigle,Nom Archipel,Nom complet (Archipel),Nom complet,PAS.1.Collège de rattachement,PAS.1.Dénomination principale,PAS.1.Dénomination complémentaire,Education prioritaire (Archipel),Territoire,Adresse,PAS.1.Lieu dit,Code Postal,Ville,IPS,ULIS,Degré,Secteur,Mail,Téléphone,Chef d'établissement,PAS.1.Hébergement,Circonscription,PAS,Nom du PAS,Bassin,Secteur SEGPA,Secteur ERSEH,ERSEH,PIAL,Effectifs ens. Adapté,Effectifs (Archipel),PAS.1.Effectifs,Latitude,Longitude,Lat Moyen Secteur,Long Moyen Secteur,Indice d'éloignement
0670804K,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE ST MAURICE,ECOLE PRIMAIRE PUBLIQUE ST MAURICE,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,2 rue Principale,,67220,ST MAURICE,0,0,1er degré,Public,ce.0670804K@ac-strasbourg.fr,0388576137,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,41,38,48.32610735,7.336990451,"48,29756547","7,365762046",3.8209634
0670805L,"E.E.PU ",ECOLE PRIMAIRE HOHWART,ECOLE PRIMAIRE HOHWART ST PIERRE BOIS,ECOLE PRIMAIRE PUBLIQUE HOHWART ST PIERRE BOIS,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ","HOHWART ",Hors EP,,47 rue Principale,,67220,ST PIERRE BOIS,0,0,1er degré,Public,ce.0670805L@ac-strasbourg.fr,0388856905,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,63,70,48.33346491,7.356380073,"48,29756547","7,365762046",4.051675405
0670809R,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE THANVILLE,ECOLE PRIMAIRE PUBLIQUE THANVILLE,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,6 rue Principale,,67220,THANVILLE,0,0,1er degré,Public,ce.0670809R@ac-strasbourg.fr,0388856898,CAROLINE THOMAS,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,53,68,48.32099289,7.347494882,"48,29756547","7,365762046",2.934488711
0670810S,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE TRIEMBACH AU VAL,ECOLE PRIMAIRE PUBLIQUE TRIEMBACH AU VAL,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,45 place des Tilleuls,,67220,TRIEMBACH AU VAL,0,0,1er degré,Public,ce.0670810S@ac-strasbourg.fr,0388570529,VIRGINIE HUMBERT,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,25,36,48.33762729,7.324317503,"48,29756547","7,365762046",5.40702351
0670811T,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE URBEIS,ECOLE PRIMAIRE PUBLIQUE URBEIS,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,2 place de l'Europe,,67220,URBEIS,0,0,1er degré,Public,ce.0670811T@ac-strasbourg.fr,0388573024,CATHY FLAJOLET,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,40,25,48.32671909,7.223515685,"48,29756547","7,365762046",11.00765916
0671485A,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE SCHERWILLER,ECOLE MATERNELLE PUBLIQUE SCHERWILLER,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,3 rue de l'Alumnat,,67750,SCHERWILLER,0,0,1er degré,Public,ce.0671485A@ac-strasbourg.fr,0388823368,FABIENNE MONASSIER,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,84,77,48.28626746,7.424283059,"48,29756547","7,365762046",4.508081861
0671487C,"E.M.PU ",ECOLE MATERNELLE FROEBEL,ECOLE MATERNELLE FROEBEL SELESTAT,ECOLE MATERNELLE PUBLIQUE FROEBEL SELESTAT,,"ECOLE MATERNELLE PUBLIQUE ","FROEBEL ",Hors EP,,Square Paul-Louis Weiller,,67600,SELESTAT,0,0,1er degré,Public,ce.0671487C@ac-strasbourg.fr,0388920668,VIRGINIE CIEMNIEWSKI,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 3,GOLDSCHMIDT Rachel,PIAL_0670762P,,179,180,48.26051313,7.456889613,"48,29756547","7,365762046",7.902492124
0671601B,"CLG ",COLLEGE DU KLOSTERWALD,COLLEGE DU KLOSTERWALD VILLE,COLLEGE DU KLOSTERWALD VILLE,,"COLLEGE ","DU KLOSTERWALD ",Hors EP,,4 rue Belle Vue,,67220,VILLE,110.9,1,2nd degré,Public,ce.0671601B@ac-strasbourg.fr,0388571641,BENEDICTE FERLET,SANS INTERNAT AVEC DEMI PENSION,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,445,450,48.34303908,7.297877834,"48,29756547","7,365762046",7.12474811
0671696E,LP LYC METIER,LYCEE PROFESSIONNEL SCHWEISGUTH LYCEE DES METIERS DES SERVICES ET DE L ARTISANAT,LYCEE PROFESSIONNEL SCHWEISGUTH LYCEE DES METIERS DES SERVICES ET DE L ARTISANAT SELESTAT,LP LYCEE DES METIERS SCHWEISGUTH SELESTAT,,"LP LYCEE DES METIERS ","SCHWEISGUTH ",Sans objet,,6 avenue Schweisguth,,67600,SELESTAT,83.6,1,2nd degré,Public,ce.0671696E@ac-strasbourg.fr,0388580780,SYLVIE SCHMITT,AVEC INTERNAT ET DEMI PENSION,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0671830A,,47,504,48.2634911,7.452528355,"48,29756547","7,365762046",7.455165123
0671938T,"E.M.PU ",ECOLE MATERNELLE ROBERT SCHUMAN,ECOLE MATERNELLE ROBERT SCHUMAN SELESTAT,ECOLE MATERNELLE PUBLIQUE ROBERT SCHUMAN SELESTAT,,"ECOLE MATERNELLE PUBLIQUE ","ROBERT SCHUMAN ",Hors EP,,26 avenue Robert Schuman,,67600,SELESTAT,0,0,1er degré,Public,ce.0671938T@ac-strasbourg.fr,0388921473,STEPHANIE CALLET,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 3,GOLDSCHMIDT Rachel,PIAL_0670762P,,94,97,48.26928427,7.452327052,"48,29756547","7,365762046",7.135638162
0671962U,"CLG ",COLLEGE DES CHATEAUX,COLLEGE DES CHATEAUX CHATENOIS,COLLEGE DES CHATEAUX CHATENOIS,,"COLLEGE ","DES CHATEAUX ",Hors EP,,23 route Romaine,,67730,CHATENOIS,117.8,0,2nd degré,Public,ce.0671962U@ac-strasbourg.fr,0388583700,CINTHIA CHARLY,SANS INTERNAT AVEC DEMI PENSION,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0671830A,,423,477,48.27085253,7.407760317,"48,29756547","7,365762046",4.298838316
0671994D,"E.M.PU ",ECOLE MATERNELLE HAHNENBERG,ECOLE MATERNELLE HAHNENBERG CHATENOIS,ECOLE MATERNELLE PUBLIQUE HAHNENBERG CHATENOIS,,"ECOLE MATERNELLE PUBLIQUE ","HAHNENBERG ",Hors EP,,4 place des charpentiers,,67730,CHATENOIS,0,0,1er degré,Public,ce.0671994D@ac-strasbourg.fr,0388821469,FANNY CHARBUY,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,69,66,48.26999689,7.40081004,"48,29756547","7,365762046",4.01529322
0672092K,"E.E.PU ",ECOLE ELEMENTAIRE,ECOLE ELEMENTAIRE NEUBOIS,ECOLE ELEMENTAIRE PUBLIQUE NEUBOIS,COLLEGE DU KLOSTERWALD,"ECOLE ELEMENTAIRE PUBLIQUE ",,Hors EP,,1 rue de l'Egllise,,67220,NEUBOIS,0,0,1er degré,Public,ce.0672092K@ac-strasbourg.fr,0388856336,FREDERIQUE WANER,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,42,46,48.30643636,7.338797339,"48,29756547","7,365762046",2.225093339
0672134F,"CLG ",COLLEGE BEATUS RHENANUS,COLLEGE BEATUS RHENANUS SELESTAT,COLLEGE BEATUS RHENANUS SELESTAT,,"COLLEGE ","BEATUS RHENANUS ",Hors EP,,2 boulevard Charlemagne,,67600,SELESTAT,92.6,1,2nd degré,Public,ce.0672134F@ac-strasbourg.fr,0390563330,CATHY ROTH,SANS INTERNAT NI DEMI PENSION,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0671830A,,421,407,48.26305584,7.456925277,"48,29756547","7,365762046",7.760985438
0672215U,"E.E.PU ",ECOLE PRIMAIRE JEAN MONNET,ECOLE PRIMAIRE JEAN MONNET SELESTAT,ECOLE PRIMAIRE PUBLIQUE JEAN MONNET SELESTAT,COLLEGE BEATUS RHENANUS,"ECOLE PRIMAIRE PUBLIQUE ","JEAN MONNET ",Hors EP,,19 boulevard Paul Cuny,,67600,SELESTAT,0,1,1er degré,Public,ce.0672215U@ac-strasbourg.fr,0388922852,CLAUDE DAUB,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 3,GOLDSCHMIDT Rachel,PIAL_0670762P,,184,181,48.27032133,7.456419804,"48,29756547","7,365762046",7.360416097
0672226F,"E.E.PU ",ECOLE ELEMENTAIRE SIMONE VEIL,ECOLE ELEMENTAIRE SIMONE VEIL SCHERWILLER,ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL SCHERWILLER,COLLEGE DES CHATEAUX,"ECOLE ELEMENTAIRE PUBLIQUE ","SIMONE VEIL ",Hors EP,,2A rue de l'Alumnat,,67750,SCHERWILLER,0,1,1er degré,Public,ce.0672226F@ac-strasbourg.fr,0388928810,Aimé HEIDEIER,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,164,176,48.28616592,7.424227267,"48,29756547","7,365762046",4.507284358
0672469V,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE ALBE,ECOLE PRIMAIRE PUBLIQUE ALBE,COLLEGE DU KLOSTERWALD,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,21 rue de l'Erlenbach,,67220,ALBE,0,0,1er degré,Public,ce.0672469V@ac-strasbourg.fr,0388571360,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,39,37,48.35481646,7.31659508,"48,29756547","7,365762046",7.330730614
0672493W,"E.E.PU ",ECOLE PRIMAIRE MAURICE ET KATIA KRAFFT,ECOLE PRIMAIRE MAURICE ET KATIA KRAFFT CHATENOIS,ECOLE PRIMAIRE PUBLIQUE MAURICE KATIA KRAFFT CHATENOIS,COLLEGE DES CHATEAUX,"ECOLE PRIMAIRE PUBLIQUE ","MAURICE KATIA KRAFFT ",Hors EP,,119 rue du Maréchal Foch,,67730,CHATENOIS,0,0,1er degré,Public,ce.0672493W@ac-strasbourg.fr,0388921041,,,SELESTAT,Val de Villé,Val De Villé,SUD,SELESTAT Jean Mentel,SUD 7,CHEVALIER Audrey,PIAL_0670762P,,250,270,48.27073623,7.399540894,"48,29756547","7,365762046",3.891909272
0672804J,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE BREITENAU,ECOLE MATERNELLE PUBLIQUE BREITENAU,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,2 rue de la Maisire,,67220,BREITENAU,0,0,1er degré,Public,ce.0672804J@ac-strasbourg.fr,0388571677,,,SELESTAT,Val de Villé,Val De Villé,SUD,,SUD 7,CHEVALIER Audrey,PIAL_0670781K,,23,14,48.32519829,7.290188871,"48,29756547","7,365762046",6.377857169
0670067J,"LP ",LYCEE PROFESSIONNEL HAUTE BRUCHE,LYCEE PROFESSIONNEL HAUTE BRUCHE SCHIRMECK,LYCEE PROFESSIONNEL HAUTE-BRUCHE SCHIRMECK,,"LYCEE PROFESSIONNEL ","HAUTE-BRUCHE ",Sans objet,,18 rue des grives,,67131,SCHIRMECK,84.8,0,2nd degré,Public,ce.0670067J@ac-strasbourg.fr,0388970469,SOPHIE BERTRAND,AVEC INTERNAT ET DEMI PENSION,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,,SUD 1,FREY Fabrice,PIAL_0671697F,,102,79,48.48441877,7.232113254,"48,46741327","7,235312492",1.905574851
0670068K,"CLG ",COLLEGE HAUTE BRUCHE,COLLEGE HAUTE BRUCHE SCHIRMECK,COLLEGE HAUTE-BRUCHE SCHIRMECK,,"COLLEGE ","HAUTE-BRUCHE ",Hors EP,,18 rue des grives,,67131,SCHIRMECK,101.9,1,2nd degré,Public,ce.0670068K@ac-strasbourg.fr,0388970469,SOPHIE BERTRAND,AVEC INTERNAT ET DEMI PENSION,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,,SUD 1,FREY Fabrice,PIAL_0671697F,,349,357,48.48441877,7.232113254,"48,46741327","7,235312492",1.905574851
0670215V,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE OBERHASLACH,ECOLE MATERNELLE PUBLIQUE OBERHASLACH,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,Rue des Ecoles,,67280,OBERHASLACH,0,0,1er degré,Public,ce.0670215V@ac-strasbourg.fr,0388509776,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,,SUD 6,ALLAIS Florence,PIAL_0671828Y,,49,58,48.55109173,7.32992043,"48,46741327","7,235312492",11.62536046
0670244B,"E.M.PU ",ECOLE MATERNELLE,ECOLE MATERNELLE LUTZELHOUSE,ECOLE MATERNELLE PUBLIQUE LUTZELHOUSE,,"ECOLE MATERNELLE PUBLIQUE ",,Hors EP,,12 rue de la Paix,,67130,LUTZELHOUSE,0,0,1er degré,Public,ce.0670244B@ac-strasbourg.fr,0388473245,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,,SUD 1,FREY Fabrice,PIAL_0672379X,,66,71,48.52033133,7.288418849,"48,46741327","7,235312492",7.066706652
0671218K,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE MUHLBACH SUR BRUCHE,ECOLE PRIMAIRE PUBLIQUE MUHLBACH SUR BRUCHE,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,14 rue des Seigneurs,,67130,MUHLBACH SUR BRUCHE,0,0,1er degré,Public,ce.0671218K@ac-strasbourg.fr,0388978416,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,57,53,48.5166786,7.298671434,"48,46741327","7,235312492",7.197833875
0671224S,"E.E.PU ",ECOLE ELEMENTAIRE D OBERHASLACH,ECOLE ELEMENTAIRE D OBERHASLACH OBERHASLACH,ECOLE ELEMENTAIRE PUBLIQUE D'OBERHASLACH OBERHASLACH,COLLEGE LOUIS ARBOGAST,"ECOLE ELEMENTAIRE PUBLIQUE ","D'OBERHASLACH ",Hors EP,,20 rue du Nideck,,67280,OBERHASLACH,0,0,1er degré,Public,ce.0671224S@ac-strasbourg.fr,0388509947,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,MOLSHEIM Rembrandt Bugatti,SUD 6,ALLAIS Florence,PIAL_0671828Y,,85,93,48.55019192,7.329939667,"48,46741327","7,235312492",11.54632858
0671253Y,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE BOURG BRUCHE,ECOLE PRIMAIRE PUBLIQUE BOURG BRUCHE,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,Quartier des Paires,,67420,BOURG BRUCHE,0,0,1er degré,Public,ce.0671253Y@ac-strasbourg.fr,0388977292,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,43,44,48.35953429,7.135909611,"48,46741327","7,235312492",14.06123673
0671254Z,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE COLROY LA ROCHE,ECOLE PRIMAIRE PUBLIQUE COLROY LA ROCHE,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,Rue du Ban de la Roche,,67420,COLROY LA ROCHE,0,0,1er degré,Public,ce.0671254Z@ac-strasbourg.fr,0388472159,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,38,35,48.3900117,7.182490815,"48,46741327","7,235312492",9.447968517
0671255A,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE PLAINE,ECOLE PRIMAIRE PUBLIQUE PLAINE,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,1 place de la Mairie,,67420,PLAINE,0,0,1er degré,Public,ce.0671255A@ac-strasbourg.fr,0388472027,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,59,72,48.41448146,7.148872057,"48,46741327","7,235312492",8.67754631
0671258D,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE ST BLAISE LA ROCHE,ECOLE PRIMAIRE PUBLIQUE ST BLAISE LA ROCHE,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,1 route de Colroy,,67420,ST BLAISE LA ROCHE,0,0,1er degré,Public,ce.0671258D@ac-strasbourg.fr,0388472077,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,12,22,48.40358774,7.161589124,"48,46741327","7,235312492",8.941447761
0671259E,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE SAULXURES,ECOLE PRIMAIRE SAULXURES,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE ",,Hors EP,,5 rue des Ecoles,,67420,SAULXURES,0,0,1er degré,Public,ce.0671259E@ac-strasbourg.fr,0388472057,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,49,39,48.3908363,7.132638231,"48,46741327","7,235312492",11.39712841
0671264K,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE BAREMBACH,ECOLE PRIMAIRE PUBLIQUE BAREMBACH,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,15 rue Principale,,67130,BAREMBACH,0,0,1er degré,Public,ce.0671264K@ac-strasbourg.fr,0388471865,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,52,64,48.47651985,7.230264578,"48,46741327","7,235312492",1.078821085
0671273V,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE FOUDAY,ECOLE PRIMAIRE FOUDAY,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE ",,Hors EP,,50 rue de l'Ecole,,67130,FOUDAY,0,0,1er degré,Public,ce.0671273V@ac-strasbourg.fr,0388973557,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,26,30,48.42181944,7.185914966,"48,46741327","7,235312492",6.243284013
0671274W,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE GRANDFONTAINE,ECOLE PRIMAIRE PUBLIQUE GRANDFONTAINE,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,54 rue Principale,,67130,GRANDFONTAINE,0,0,1er degré,Public,ce.0671274W@ac-strasbourg.fr,0388972194,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,18,19,48.48986409,7.161614912,"48,46741327","7,235312492",5.978482176
0671282E,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE RUSS,ECOLE PRIMAIRE PUBLIQUE RUSS,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,12 rue de la Gare,,67130,RUSS,0,0,1er degré,Public,ce.0671282E@ac-strasbourg.fr,0388471715,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,125,130,48.49624493,7.25629541,"48,46741327","7,235312492",3.559482021
0671286J,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE WALDERSBACH,ECOLE PRIMAIRE PUBLIQUE WALDERSBACH,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,17 rue de la Suisse,,67130,WALDERSBACH,0,0,1er degré,Public,ce.0671286J@ac-strasbourg.fr,0388973558,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,19,14,48.41398394,7.214897049,"48,46741327","7,235312492",6.128968391
0671290N,"E.P.PU ",ECOLE PRIMAIRE HAMEAU DE HERSBACH,ECOLE PRIMAIRE HAMEAU DE HERSBACH WISCHES,ECOLE PRIMAIRE PUBLIQUE HAMEAU DE HERSBACH WISCHES,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ","HAMEAU DE HERSBACH ",Hors EP,,2 rue des écoles,"HERSBACH ",67130,WISCHES,0,0,1er degré,Public,ce.0671290N@ac-strasbourg.fr,0388975379,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,153,163,48.49787973,7.249742635,"48,46741327","7,235312492",3.550748409
0671697F,"CLG ",COLLEGE FRISON ROCHE,COLLEGE FRISON ROCHE LA BROQUE,COLLEGE FRISON ROCHE LA BROQUE,,"COLLEGE ","FRISON ROCHE ",Hors EP,,149 rue du Général de Gaulle,,67130,LA BROQUE,89.5,1,2nd degré,Public,ce.0671697F@ac-strasbourg.fr,0388474040,MARIE-PIERRE FORT,SANS INTERNAT AVEC DEMI PENSION,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,,SUD 1,FREY Fabrice,PIAL_0671697F,43,351,443,48.46601127,7.208748868,"48,46741327","7,235312492",1.964687245
0671828Y,"CLG ",COLLEGE LOUIS ARBOGAST,COLLEGE LOUIS ARBOGAST MUTZIG,COLLEGE LOUIS ARBOGAST MUTZIG,,"COLLEGE ","LOUIS ARBOGAST ",Hors EP,,13 rue du docteur Schweitzer,,67190,MUTZIG,101.2,1,2nd degré,Public,ce.0671828Y@ac-strasbourg.fr,0388381840,FRANK MINIOTTI,SANS INTERNAT AVEC DEMI PENSION,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,,SUD 1,FREY Fabrice,PIAL_0671828Y,,630,637,48.53741049,7.446009654,"48,46741327","7,235312492",17.36538969
0672031U,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE NIEDERHASLACH,ECOLE PRIMAIRE PUBLIQUE NIEDERHASLACH,COLLEGE LOUIS ARBOGAST,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,35 rue Principale,,67280,NIEDERHASLACH,0,0,1er degré,Public,ce.0672031U@ac-strasbourg.fr,0388509951,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,MOLSHEIM Rembrandt Bugatti,SUD 6,ALLAIS Florence,PIAL_0671828Y,,97,105,48.54243335,7.34124325,"48,46741327","7,235312492",11.42332191
0672086D,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE LA BROQUE,ECOLE PRIMAIRE PUBLIQUE LA BROQUE,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,49 rue du Général de Gaulle,,67130,LA BROQUE,0,0,1er degré,Public,ce.0672086D@ac-strasbourg.fr,0388186477,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,95,109,48.47291528,7.21583997,"48,46741327","7,235312492",1.560507326
0672138K,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE NATZWILLER,ECOLE PRIMAIRE PUBLIQUE NATZWILLER,COLLEGE FRISON ROCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,15 rue de l'Eglise,,67130,NATZWILLER,0,0,1er degré,Public,ce.0672138K@ac-strasbourg.fr,0388979511,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672932Y,,29,38,48.43836873,7.253132297,"48,46741327","7,235312492",3.48675032
0672353U,"E.E.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE LUTZELHOUSE,ECOLE PRIMAIRE PUBLIQUE LUTZELHOUSE,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,12 rue de la Paix,,67130,LUTZELHOUSE,0,0,1er degré,Public,ce.0672353U@ac-strasbourg.fr,0388975353,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,122,122,48.52033133,7.288418849,"48,46741327","7,235312492",7.066706652
0672379X,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE SCHIRMECK,ECOLE PRIMAIRE PUBLIQUE SCHIRMECK,COLLEGE HAUTE-BRUCHE,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,2 place de la Gare,,67130,SCHIRMECK,0,1,1er degré,Public,ce.0672379X@ac-strasbourg.fr,0388971776,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,LA BROQUE Frison Roche,SUD 1,FREY Fabrice,PIAL_0672379X,,171,175,48.47933604,7.215837099,"48,46741327","7,235312492",1.954188947
0672529K,"E.P.PU ",ECOLE PRIMAIRE,ECOLE PRIMAIRE URMATT,ECOLE PRIMAIRE PUBLIQUE URMATT,COLLEGE LOUIS ARBOGAST,"ECOLE PRIMAIRE PUBLIQUE ",,Hors EP,,8a rue de l'Eglise,,67280,URMATT,0,0,1er degré,Public,ce.0672529K@ac-strasbourg.fr,0388473455,,,MOLSHEIM,Vallée de la Bruche,Vallée De La Bruche,SUD,MOLSHEIM Rembrandt Bugatti,SUD 6,ALLAIS Florence,PIAL_0671828Y,,92,111,48.52732194,7.325494312,"48,46741327","7,235312492",9.409109158
